,DATE_TIME,DC_POWER,AC_POWER,REACTIVE_POWER,VOLTAGE,AMPERAGE,POWER_FACTOR
44,2020-05-15 11:00:00,193768.037,189365.593,4.402,23.008,185.29,0.98
45,2020-05-15 11:15:00,160301.226,156837.137,3.465,23.06,152.962,0.98
46,2020-05-15 11:30:00,155409.161,152072.839,3.337,23.048,148.348,0.98
47,2020-05-15 11:45:00,167668.198,164015.893,3.651,23.026,160.253,0.98
48,2020-05-15 12:00:00,155821.697,152508.084,3.315,23.035,148.771,0.98
49,2020-05-15 12:15:00,209569.398,204770.178,4.8,23.048,200.075,0.98
50,2020-05-15 12:30:00,197884.498,193417.072,4.466,23.07,188.691,0.98
51,2020-05-15 12:45:00,209419.24,204708.974,4.708,23.033,200.007,0.98
52,2020-05-15 13:00:00,129842.357,127218.768,2.623,23.118,123.574,0.98
53,2020-05-15 13:15:00,149740.551,146659.857,3.081,23.079,142.749,0.98
54,2020-05-15 13:30:00,175573.464,171856.59,3.72,23.007,167.876,0.98
55,2020-05-15 13:45:00,170970.591,167367.425,3.605,23.087,162.91,0.98
56,2020-05-15 14:00:00,222438.713,217470.661,4.969,23.071,212.117,0.98
57,2020-05-15 14:15:00,259813.285,253525.464,6.29,23.08,247.674,0.98
58,2020-05-15 14:30:00,142901.933,139891.961,3.011,23.001,136.674,0.98
59,2020-05-15 14:45:00,160715.529,157230.552,3.486,23.049,153.407,0.98
60,2020-05-15 15:00:00,128604.375,126037.66,2.566,23.033,122.869,0.98
61,2020-05-15 15:15:00,143255.144,140310.268,2.942,23.005,137.02,0.98
62,2020-05-15 15:30:00,166946.32,163429.198,3.516,23.054,159.311,0.98
63,2020-05-15 15:45:00,107547.161,105437.662,2.109,23.038,102.705,0.98
64,2020-05-15 16:00:00,109120.679,107040.232,2.081,23.073,104.042,0.98
65,2020-05-15 16:15:00,99493.018,97634.464,1.859,23.055,94.948,0.98
66,2020-05-15 16:30:00,104079.607,102106.644,1.973,23.03,99.418,0.98
67,2020-05-15 16:45:00,77777.196,76437.595,1.338,23.058,74.207,0.98
68,2020-05-15 17:00:00,49913.768,48949.929,0.965,23.014,47.711,0.98
69,2020-05-15 17:15:00,49718.659,48750.053,0.97,23.017,47.514,0.98
70,2020-05-15 17:30:00,26248.833,25580.167,0.668,23.025,25.079,0.97
71,2020-05-15 17:45:00,11391.25,11020.053,0.373,23.03,10.882,0.97
72,2020-05-15 18:00:00,6505.0,6283.767,0.221,23.05,6.206,0.97
73,2020-05-15 18:15:00,2199.217,2121.518,0.079,23.074,2.096,0.96
74,2020-05-15 18:30:00,0.0,0.0,0.0,23.021,0.0,
75,2020-05-15 18:45:00,0.0,0.0,0.0,23.004,0.0,
76,2020-05-15 19:00:00,0.0,0.0,0.0,14.695,0.0,
77,2020-05-15 19:15:00,0.0,0.0,0.0,14.722,0.0,
78,2020-05-15 19:30:00,0.0,0.0,0.0,14.661,0.0,
79,2020-05-15 19:45:00,0.0,0.0,0.0,14.708,0.0,
80,2020-05-15 20:00:00,0.0,0.0,0.0,14.632,0.0,
81,2020-05-15 20:15:00,0.0,0.0,0.0,14.645,0.0,
82,2020-05-15 20:30:00,0.0,0.0,0.0,14.651,0.0,
83,2020-05-15 20:45:00,0.0,0.0,0.0,14.667,0.0,
84,2020-05-15 21:00:00,0.0,0.0,0.0,14.672,0.0,
85,2020-05-15 21:15:00,0.0,0.0,0.0,23.045,0.0,
86,2020-05-15 21:30:00,0.0,0.0,0.0,23.06,0.0,
87,2020-05-15 21:45:00,0.0,0.0,0.0,23.06,0.0,
88,2020-05-15 22:00:00,0.0,0.0,0.0,23.056,0.0,
89,2020-05-15 22:15:00,0.0,0.0,0.0,23.026,0.0,
90,2020-05-15 22:30:00,0.0,0.0,0.0,23.034,0.0,
91,2020-05-15 22:45:00,0.0,0.0,0.0,23.034,0.0,
92,2020-05-15 23:00:00,0.0,0.0,0.0,23.07,0.0,
93,2020-05-16 02:00:00,0.0,0.0,0.0,20.926,0.0,
94,2020-05-16 02:15:00,0.0,0.0,0.0,23.029,0.0,
95,2020-05-16 02:30:00,0.0,0.0,0.0,23.083,0.0,
96,2020-05-16 02:45:00,0.0,0.0,0.0,23.005,0.0,
97,2020-05-16 03:00:00,0.0,0.0,0.0,23.043,0.0,
98,2020-05-16 03:15:00,0.0,0.0,0.0,23.064,0.0,
99,2020-05-16 03:30:00,0.0,0.0,0.0,23.028,0.0,
100,2020-05-16 03:45:00,0.0,0.0,0.0,23.06,0.0,
101,2020-05-16 04:00:00,0.0,0.0,0.0,23.041,0.0,
102,2020-05-16 04:15:00,0.0,0.0,0.0,23.075,0.0,
103,2020-05-16 04:30:00,0.0,0.0,0.0,23.014,0.0,
104,2020-05-16 04:45:00,0.0,0.0,0.0,23.057,0.0,
105,2020-05-16 05:00:00,0.0,0.0,0.0,23.068,0.0,
106,2020-05-16 05:15:00,0.0,0.0,0.0,23.044,0.0,
107,2020-05-16 05:30:00,0.0,0.0,0.0,23.042,0.0,
108,2020-05-16 05:45:00,0.0,0.0,0.0,23.049,0.0,
109,2020-05-16 06:00:00,1131.053,1091.624,0.038,23.056,1.08,0.97
110,2020-05-16 06:15:00,7475.34,7224.5,0.25,23.042,7.136,0.97
111,2020-05-16 06:30:00,15531.427,15052.858,0.479,23.033,14.835,0.97
112,2020-05-16 06:45:00,24837.359,24147.019,0.693,23.043,23.711,0.97
113,2020-05-16 07:00:00,34152.965,33377.286,0.778,23.03,32.623,0.98
114,2020-05-16 07:15:00,43348.053,42493.75,0.855,23.04,41.391,0.98
115,2020-05-16 07:30:00,54443.982,53388.321,1.06,23.025,52.025,0.98
116,2020-05-16 07:45:00,75347.572,74047.501,1.303,23.043,71.938,0.98
117,2020-05-16 08:00:00,92338.642,90704.714,1.634,23.043,88.157,0.98
118,2020-05-16 08:15:00,105235.302,103210.411,2.025,23.042,100.488,0.98
119,2020-05-16 08:30:00,130559.59,127932.142,2.627,23.052,124.585,0.98
120,2020-05-16 08:45:00,142487.017,139580.769,2.906,23.042,136.054,0.98
121,2020-05-16 09:00:00,140956.303,138086.267,2.87,23.055,134.507,0.98
122,2020-05-16 09:15:00,127605.143,125050.464,2.556,23.051,121.776,0.98
123,2020-05-16 09:30:00,129779.412,127171.304,2.607,23.051,123.872,0.98
124,2020-05-16 09:45:00,161148.233,157781.428,3.367,23.054,153.809,0.98
125,2020-05-16 10:00:00,161620.16,158230.626,3.39,23.094,153.977,0.98
126,2020-05-16 10:15:00,156988.035,153706.178,3.28,23.068,149.741,0.98
127,2020-05-16 10:30:00,206873.09,202317.25,4.558,23.068,197.337,0.98
128,2020-05-16 10:45:00,183095.429,179146.572,3.948,23.039,174.844,0.98
129,2020-05-16 11:00:00,177344.374,173556.821,3.787,23.061,169.203,0.98
130,2020-05-16 11:15:00,167348.354,163822.251,3.527,23.048,159.74,0.98
131,2020-05-16 11:30:00,157634.874,154348.268,3.283,23.062,150.403,0.98
132,2020-05-16 11:45:00,194969.018,190732.287,4.237,23.023,186.304,0.98
133,2020-05-16 12:00:00,198417.839,194093.84,4.322,23.033,189.506,0.98
134,2020-05-16 12:15:00,164938.357,161469.215,3.469,23.057,157.38,0.98
135,2020-05-16 12:30:00,228677.553,223510.714,5.166,23.038,218.382,0.98
136,2020-05-16 12:45:00,245404.197,239556.144,5.848,23.039,234.326,0.98
137,2020-05-16 13:00:00,191385.518,187214.178,4.173,23.064,182.552,0.98
138,2020-05-16 13:15:00,233783.179,228436.82,5.347,23.015,223.449,0.98
139,2020-05-16 13:30:00,185596.842,181587.286,4.008,23.056,177.134,0.98
140,2020-05-16 13:45:00,155359.857,152122.036,3.236,23.052,148.279,0.98
141,2020-05-16 14:00:00,138304.017,135489.966,2.814,23.053,131.993,0.98
142,2020-05-16 14:15:00,187844.481,183801.5,4.042,23.081,179.066,0.98
143,2020-05-16 14:30:00,163898.142,160465.161,3.433,23.034,156.537,0.98
144,2020-05-16 14:45:00,160488.732,157144.446,3.344,23.035,153.251,0.98
145,2020-05-16 15:00:00,157761.054,154485.983,3.278,23.071,150.43,0.98
146,2020-05-16 15:15:00,130584.214,127953.446,2.632,23.091,124.417,0.98
147,2020-05-16 15:30:00,111366.891,109188.927,2.178,23.066,106.228,0.98
148,2020-05-16 15:45:00,84875.465,83404.499,1.472,23.055,80.992,0.98
149,2020-05-16 16:00:00,74288.82,73031.43,1.257,23.069,70.841,0.98
150,2020-05-16 16:15:00,62692.466,61505.053,1.187,23.085,59.751,0.98
151,2020-05-16 16:30:00,57192.374,56087.552,1.103,23.036,54.617,0.98
152,2020-05-16 16:45:00,48707.749,47755.608,0.951,23.032,46.528,0.98
153,2020-05-16 17:00:00,43256.572,42402.981,0.853,23.037,41.312,0.98
154,2020-05-16 17:15:00,35250.159,34480.715,0.771,23.054,33.64,0.98
155,2020-05-16 17:30:00,25881.785,25167.554,0.716,23.025,24.728,0.97
156,2020-05-16 17:45:00,16533.912,16031.019,0.505,23.007,15.81,0.97
157,2020-05-16 18:00:00,8626.34,8338.285,0.287,23.029,8.24,0.97
158,2020-05-16 18:15:00,2770.269,2673.249,0.096,23.038,2.645,0.96
159,2020-05-16 18:30:00,0.0,0.0,0.0,23.048,0.0,
160,2020-05-16 18:45:00,0.0,0.0,0.0,23.05,0.0,
161,2020-05-16 19:00:00,0.0,0.0,0.0,23.056,0.0,
162,2020-05-16 19:15:00,0.0,0.0,0.0,23.052,0.0,
163,2020-05-16 19:30:00,0.0,0.0,0.0,23.06,0.0,
164,2020-05-16 19:45:00,0.0,0.0,0.0,23.028,0.0,
165,2020-05-16 20:00:00,0.0,0.0,0.0,23.048,0.0,
166,2020-05-16 20:15:00,0.0,0.0,0.0,23.024,0.0,
167,2020-05-16 20:30:00,0.0,0.0,0.0,23.018,0.0,
168,2020-05-16 20:45:00,0.0,0.0,0.0,23.055,0.0,
169,2020-05-16 21:00:00,0.0,0.0,0.0,23.003,0.0,
170,2020-05-16 21:15:00,0.0,0.0,0.0,23.037,0.0,
171,2020-05-16 21:30:00,0.0,0.0,0.0,23.063,0.0,
172,2020-05-16 21:45:00,0.0,0.0,0.0,23.046,0.0,
173,2020-05-16 22:00:00,0.0,0.0,0.0,23.014,0.0,
174,2020-05-16 22:15:00,0.0,0.0,0.0,23.057,0.0,
175,2020-05-16 22:30:00,0.0,0.0,0.0,23.061,0.0,
176,2020-05-16 22:45:00,0.0,0.0,0.0,23.075,0.0,
177,2020-05-16 23:00:00,0.0,0.0,0.0,23.027,0.0,
178,2020-05-16 23:15:00,0.0,0.0,0.0,22.985,0.0,
179,2020-05-16 23:30:00,0.0,0.0,0.0,23.05,0.0,
180,2020-05-16 23:45:00,0.0,0.0,0.0,23.045,0.0,
181,2020-05-17 00:00:00,0.0,0.0,0.0,23.05,0.0,
182,2020-05-17 00:15:00,0.0,0.0,0.0,23.049,0.0,
183,2020-05-17 00:30:00,0.0,0.0,0.0,23.023,0.0,
184,2020-05-17 00:45:00,0.0,0.0,0.0,23.031,0.0,
185,2020-05-17 01:00:00,0.0,0.0,0.0,23.048,0.0,
186,2020-05-17 01:15:00,0.0,0.0,0.0,23.081,0.0,
187,2020-05-17 01:30:00,0.0,0.0,0.0,23.015,0.0,
188,2020-05-17 01:45:00,0.0,0.0,0.0,23.038,0.0,
189,2020-05-17 02:00:00,0.0,0.0,0.0,23.035,0.0,
190,2020-05-17 02:15:00,0.0,0.0,0.0,23.075,0.0,
191,2020-05-17 02:30:00,0.0,0.0,0.0,23.074,0.0,
192,2020-05-17 02:45:00,0.0,0.0,0.0,23.072,0.0,
193,2020-05-17 03:00:00,0.0,0.0,0.0,23.084,0.0,
194,2020-05-17 03:15:00,0.0,0.0,0.0,23.015,0.0,
195,2020-05-17 03:30:00,0.0,0.0,0.0,23.053,0.0,
196,2020-05-17 03:45:00,0.0,0.0,0.0,23.07,0.0,
197,2020-05-17 04:00:00,0.0,0.0,0.0,23.06,0.0,
198,2020-05-17 04:15:00,0.0,0.0,0.0,23.012,0.0,
199,2020-05-17 04:30:00,0.0,0.0,0.0,23.053,0.0,
200,2020-05-17 04:45:00,0.0,0.0,0.0,23.03,0.0,
201,2020-05-17 05:00:00,0.0,0.0,0.0,23.042,0.0,
202,2020-05-17 05:15:00,0.0,0.0,0.0,23.03,0.0,
203,2020-05-17 05:30:00,0.0,0.0,0.0,23.053,0.0,
204,2020-05-17 05:45:00,0.0,0.0,0.0,23.071,0.0,
205,2020-05-17 06:00:00,33.875,32.625,0.001,23.048,0.033,0.96
206,2020-05-17 06:15:00,2686.322,2591.572,0.096,23.02,2.567,0.96
207,2020-05-17 06:30:00,9962.358,9634.142,0.328,23.066,9.502,0.97
208,2020-05-17 06:45:00,19398.216,18830.446,0.569,23.069,18.499,0.97
209,2020-05-17 07:00:00,31089.034,30342.642,0.746,23.027,29.702,0.98
210,2020-05-17 07:15:00,54007.768,52964.375,1.045,23.043,51.564,0.98
211,2020-05-17 07:30:00,62683.947,61547.194,1.134,23.09,59.729,0.98
212,2020-05-17 07:45:00,94392.715,92655.715,1.737,23.044,90.127,0.98
213,2020-05-17 08:00:00,111470.268,109297.98,2.173,23.048,106.395,0.98
214,2020-05-17 08:15:00,113588.18,111352.946,2.235,23.015,108.577,0.98
215,2020-05-17 08:30:00,123013.893,120578.108,2.437,23.102,117.154,0.98
216,2020-05-17 08:45:00,164801.16,161349.197,3.452,23.039,157.377,0.98
217,2020-05-17 09:00:00,169528.375,165959.626,3.567,23.037,161.898,0.98
218,2020-05-17 09:15:00,142848.482,139911.554,2.938,23.05,136.354,0.98
219,2020-05-17 09:30:00,183590.822,179653.107,3.938,23.033,175.356,0.98
220,2020-05-17 09:45:00,227299.588,222182.303,5.116,23.048,216.959,0.98
221,2020-05-17 10:00:00,216354.161,211499.894,4.857,23.053,206.515,0.98
222,2020-05-17 10:15:00,213328.357,208615.571,4.714,23.084,203.297,0.98
223,2020-05-17 10:30:00,225160.445,219909.108,5.251,23.02,215.178,0.98
224,2020-05-17 10:45:00,252507.324,246344.286,6.16,23.035,241.139,0.98
225,2020-05-17 11:00:00,243104.786,237194.821,5.909,23.023,232.358,0.98
226,2020-05-17 11:15:00,277243.947,270346.323,6.898,23.071,264.396,0.98
227,2020-05-17 11:30:00,268838.822,262240.624,6.599,23.067,256.423,0.98
228,2020-05-17 11:45:00,236420.66,230744.815,5.675,23.044,225.722,0.98
229,2020-05-17 12:00:00,179601.339,175696.805,3.906,23.057,171.371,0.98
230,2020-05-17 12:15:00,232526.089,227080.483,5.447,23.045,221.981,0.98
231,2020-05-17 12:30:00,183652.23,179519.341,4.132,23.074,175.164,0.98
232,2020-05-17 12:45:00,230469.858,224978.179,5.492,23.055,219.962,0.98
233,2020-05-17 13:00:00,129220.893,126584.037,2.635,23.055,123.322,0.98
234,2020-05-17 13:15:00,141976.302,138905.089,3.073,23.095,135.242,0.98
235,2020-05-17 13:30:00,225256.09,219933.232,5.322,23.021,215.27,0.98
236,2020-05-17 13:45:00,186896.554,182668.75,4.227,23.019,178.643,0.98
237,2020-05-17 14:00:00,195425.27,190939.588,4.487,23.067,186.368,0.98
238,2020-05-17 14:15:00,127088.571,124501.464,2.588,23.015,121.488,0.98
239,2020-05-17 14:30:00,87466.928,85801.27,1.668,23.02,83.599,0.98
240,2020-05-17 14:45:00,209780.767,205082.393,4.698,23.064,200.121,0.98
241,2020-05-17 15:00:00,203799.66,199326.106,4.474,23.034,194.672,0.98
242,2020-05-17 15:15:00,157427.555,154142.662,3.284,23.058,150.222,0.98
243,2020-05-17 15:30:00,174269.928,170534.536,3.734,23.064,166.24,0.98
244,2020-05-17 15:45:00,92518.626,90801.107,1.717,23.105,88.1,0.98
245,2020-05-17 16:00:00,140131.179,137245.607,2.885,23.013,133.983,0.98
246,2020-05-17 16:15:00,102908.548,100946.898,1.961,23.067,98.134,0.98
247,2020-05-17 16:30:00,93120.178,91361.447,1.759,23.068,88.812,0.98
248,2020-05-17 16:45:00,81902.267,80453.589,1.447,23.064,78.135,0.98
249,2020-05-17 17:00:00,44835.802,43956.09,0.879,23.041,42.809,0.98
250,2020-05-17 17:15:00,36720.339,35976.306,0.744,23.073,35.014,0.98
251,2020-05-17 17:30:00,30144.785,29340.232,0.806,23.046,28.777,0.97
252,2020-05-17 17:45:00,19238.322,18673.427,0.566,23.027,18.379,0.97
253,2020-05-17 18:00:00,6983.268,6747.805,0.238,23.032,6.672,0.97
254,2020-05-17 18:15:00,2879.696,2778.483,0.102,23.068,2.746,0.96
255,2020-05-17 18:30:00,0.0,0.0,0.0,23.079,0.0,
256,2020-05-17 18:45:00,0.0,0.0,0.0,23.031,0.0,
257,2020-05-17 19:00:00,0.0,0.0,0.0,23.07,0.0,
258,2020-05-17 19:15:00,0.0,0.0,0.0,23.007,0.0,
259,2020-05-17 19:30:00,0.0,0.0,0.0,23.036,0.0,
260,2020-05-17 19:45:00,0.0,0.0,0.0,23.085,0.0,
261,2020-05-17 20:00:00,0.0,0.0,0.0,23.018,0.0,
262,2020-05-17 20:15:00,0.0,0.0,0.0,23.029,0.0,
263,2020-05-17 20:30:00,0.0,0.0,0.0,23.033,0.0,
264,2020-05-17 20:45:00,0.0,0.0,0.0,23.055,0.0,
265,2020-05-17 21:00:00,0.0,0.0,0.0,23.011,0.0,
266,2020-05-17 21:15:00,0.0,0.0,0.0,23.067,0.0,
267,2020-05-17 21:30:00,0.0,0.0,0.0,23.017,0.0,
268,2020-05-17 21:45:00,0.0,0.0,0.0,23.065,0.0,
269,2020-05-17 22:00:00,0.0,0.0,0.0,23.018,0.0,
270,2020-05-17 22:15:00,0.0,0.0,0.0,23.054,0.0,
271,2020-05-17 22:30:00,0.0,0.0,0.0,23.04,0.0,
272,2020-05-17 22:45:00,0.0,0.0,0.0,23.026,0.0,
273,2020-05-17 23:00:00,0.0,0.0,0.0,23.079,0.0,
274,2020-05-17 23:15:00,0.0,0.0,0.0,23.015,0.0,
275,2020-05-17 23:30:00,0.0,0.0,0.0,23.055,0.0,
276,2020-05-17 23:45:00,0.0,0.0,0.0,23.033,0.0,
277,2020-05-18 00:00:00,0.0,0.0,0.0,23.029,0.0,
278,2020-05-18 00:15:00,0.0,0.0,0.0,23.022,0.0,
279,2020-05-18 00:30:00,0.0,0.0,0.0,23.065,0.0,
280,2020-05-18 00:45:00,0.0,0.0,0.0,23.063,0.0,
281,2020-05-18 01:00:00,0.0,0.0,0.0,23.092,0.0,
282,2020-05-18 01:15:00,0.0,0.0,0.0,23.018,0.0,
283,2020-05-18 01:30:00,0.0,0.0,0.0,23.1,0.0,
284,2020-05-18 01:45:00,0.0,0.0,0.0,23.054,0.0,
285,2020-05-18 02:00:00,0.0,0.0,0.0,23.033,0.0,
286,2020-05-18 02:15:00,0.0,0.0,0.0,23.061,0.0,
287,2020-05-18 02:30:00,0.0,0.0,0.0,23.075,0.0,
288,2020-05-18 02:45:00,0.0,0.0,0.0,23.027,0.0,
289,2020-05-18 03:00:00,0.0,0.0,0.0,23.038,0.0,
290,2020-05-18 03:15:00,0.0,0.0,0.0,23.057,0.0,
291,2020-05-18 03:30:00,0.0,0.0,0.0,23.085,0.0,
292,2020-05-18 03:45:00,0.0,0.0,0.0,23.039,0.0,
293,2020-05-18 04:00:00,0.0,0.0,0.0,23.005,0.0,
294,2020-05-18 04:15:00,0.0,0.0,0.0,23.04,0.0,
295,2020-05-18 04:30:00,0.0,0.0,0.0,23.039,0.0,
296,2020-05-18 04:45:00,0.0,0.0,0.0,23.038,0.0,
297,2020-05-18 05:00:00,0.0,0.0,0.0,23.013,0.0,
298,2020-05-18 05:15:00,0.0,0.0,0.0,23.004,0.0,
299,2020-05-18 05:30:00,0.0,0.0,0.0,23.035,0.0,
300,2020-05-18 05:45:00,0.0,0.0,0.0,23.05,0.0,
301,2020-05-18 06:00:00,1591.412,1535.287,0.056,23.014,1.522,0.96
302,2020-05-18 06:15:00,8430.196,8148.803,0.278,23.017,8.058,0.97
303,2020-05-18 06:30:00,16432.305,15933.999,0.498,23.059,15.678,0.97
304,2020-05-18 06:45:00,25202.517,24503.088,0.702,23.039,24.062,0.97
305,2020-05-18 07:00:00,37087.483,36293.196,0.796,23.062,35.378,0.98
306,2020-05-18 07:15:00,58659.571,57545.964,1.114,23.044,56.007,0.98
307,2020-05-18 07:30:00,75916.126,74576.534,1.341,23.09,72.342,0.98
308,2020-05-18 07:45:00,39010.089,38187.375,0.824,23.043,37.249,0.98
309,2020-05-18 08:00:00,27942.714,27182.393,0.759,23.033,26.69,0.97
310,2020-05-18 08:15:00,30378.554,29589.553,0.79,23.019,29.033,0.97
311,2020-05-18 08:30:00,40084.68,39287.928,0.796,23.053,38.254,0.98
312,2020-05-18 08:45:00,42335.144,41499.161,0.837,23.029,40.443,0.98
313,2020-05-18 09:00:00,38993.053,38215.054,0.776,23.037,37.241,0.98
314,2020-05-18 09:15:00,37807.107,37052.41,0.754,23.059,36.072,0.98
315,2020-05-18 09:30:00,32844.733,32033.715,0.813,23.008,31.407,0.98
316,2020-05-18 09:45:00,33617.948,32841.055,0.779,23.064,32.068,0.98
317,2020-05-18 10:00:00,38515.715,37750.5,0.766,23.034,36.786,0.98
318,2020-05-18 10:15:00,48692.643,47740.821,0.952,23.005,46.566,0.98
319,2020-05-18 10:30:00,70514.947,69270.553,1.244,23.088,67.192,0.98
320,2020-05-18 10:45:00,124139.857,121675.483,2.465,23.074,118.368,0.98
321,2020-05-18 11:00:00,141221.107,138346.338,2.877,23.078,134.635,0.98
322,2020-05-18 11:15:00,156460.589,153212.107,3.251,23.055,149.306,0.98
323,2020-05-18 11:30:00,114715.143,112455.269,2.26,23.044,109.513,0.98
324,2020-05-18 11:45:00,136059.318,133303.034,2.756,23.024,130.0,0.98
325,2020-05-18 12:00:00,179929.214,176081.661,3.848,23.034,171.865,0.98
326,2020-05-18 12:15:00,188915.75,184851.82,4.064,23.071,180.12,0.98
327,2020-05-18 12:30:00,186530.019,182530.001,4.0,23.073,177.854,0.98
328,2020-05-18 12:45:00,174851.91,171136.929,3.715,23.049,166.896,0.98
329,2020-05-18 13:00:00,177364.875,173586.875,3.779,23.043,169.359,0.98
330,2020-05-18 13:15:00,216198.017,211265.09,4.934,23.055,206.321,0.98
331,2020-05-18 13:30:00,249168.625,243200.875,5.968,23.029,238.044,0.98
332,2020-05-18 13:45:00,283058.499,276019.196,7.038,23.055,270.102,0.98
333,2020-05-18 14:00:00,211026.251,206173.912,4.852,23.03,201.616,0.98
334,2020-05-18 14:15:00,109092.499,106983.214,2.11,23.048,104.142,0.98
335,2020-05-18 14:30:00,144934.161,141966.125,2.966,23.05,138.319,0.98
336,2020-05-18 14:45:00,139421.555,136578.089,2.844,23.055,133.054,0.98
337,2020-05-18 15:00:00,171790.375,168165.268,3.626,23.068,163.854,0.98
338,2020-05-18 15:15:00,174604.572,170908.358,3.696,23.016,166.891,0.98
339,2020-05-18 15:30:00,165630.178,162156.069,3.474,23.043,158.144,0.98
340,2020-05-18 15:45:00,154637.59,151437.982,3.201,23.064,147.509,0.98
341,2020-05-18 16:00:00,130217.463,127601.18,2.616,23.044,124.307,0.98
342,2020-05-18 16:15:00,93451.304,91766.285,1.685,23.07,89.119,0.98
343,2020-05-18 16:30:00,81507.716,80103.749,1.405,23.038,77.836,0.98
344,2020-05-18 16:45:00,63732.375,62540.428,1.193,23.058,60.811,0.98
345,2020-05-18 17:00:00,48874.108,47919.447,0.954,23.081,46.591,0.98
346,2020-05-18 17:15:00,36544.786,35760.179,0.788,23.022,34.92,0.98
347,2020-05-18 17:30:00,25218.447,24520.303,0.699,23.036,24.087,0.97
348,2020-05-18 17:45:00,16172.466,15678.127,0.495,23.045,15.44,0.97
349,2020-05-18 18:00:00,9359.929,9050.213,0.306,23.086,8.919,0.97
350,2020-05-18 18:15:00,3645.036,3518.84,0.124,23.07,3.476,0.97
351,2020-05-18 18:30:00,17.875,17.25,0.0,23.067,0.018,0.97
352,2020-05-18 18:45:00,0.0,0.0,0.0,23.013,0.0,
353,2020-05-18 19:00:00,0.0,0.0,0.0,23.054,0.0,
354,2020-05-18 19:15:00,0.0,0.0,0.0,23.087,0.0,
355,2020-05-18 19:30:00,0.0,0.0,0.0,23.077,0.0,
356,2020-05-18 19:45:00,0.0,0.0,0.0,23.07,0.0,
